neutral,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO ."
positive,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing ."
positive,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .
positive,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .
positive,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .
positive,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland ."
positive,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added ."
positive,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F ."
positive,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .
positive,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .
positive,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level ."
positive,"However , the bottom-line result improved thanks to positive financial items ."
positive,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive ."
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier ."
positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened ."
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .
positive,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year ."
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania ."
positive,The policy was also aimed at making the companies more profitable and competitive .
positive,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said ."
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said ."
positive,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit ."
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels ."
neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook ."
neutral,"The company has the poser , who wants to impress people with the latest handset ."
positive,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster ."
positive,"According to Bosse , the present cooperation is beneficial to all parties , however ."
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .
neutral,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .
neutral,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said ."
neutral,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says ."
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .
neutral,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market ."
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels ."
neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .
neutral,"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities ."
positive,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising ."
positive,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .
neutral,Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ."
positive,"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection ."
neutral,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment ."
neutral,The indexes include the top companies that are committed to sustainable development .
neutral,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material ."
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .
neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing ."
neutral,"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''"
positive,- I am pleased that Bjorn Wahlroos has accepted the nomination .
neutral,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview ."
positive,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes ."
positive,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks ."
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .
neutral,Finnish food industry companies are interested in the opportunities provided by Ukraine .
neutral,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro ."
neutral,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging ."
positive,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .
neutral,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser ."
neutral,Active shipping is essential for Finland .
positive,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .
neutral,Basic banking activities continued as normal .
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance ."
neutral,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years ."
neutral,"Community gardening has become a popular activity , especially to raise vegetables ."
neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector ."
positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat ."
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .
neutral,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said ."
neutral,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .
positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments ."
neutral,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .
positive,"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen ."
neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .
positive,"It combines a perfect price performance with sophisticated management facilities , the company said ."
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
neutral,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ."
neutral,L&T has also made a commitment to redeem the remaining shares by the end of 2011 .
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .
neutral,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices ."
neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand ."
neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .
positive,Poyry has a good track record of major transportation projects in Latin America .
neutral,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials ."
neutral,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM ."
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation ."
neutral,The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .
neutral,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods ."
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said ."
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations ."
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .
neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm ."
positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .
positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .
neutral,We are also pleased to welcome the new employees to Tieto . '
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks ."
neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds ."
positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine ."
positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''"
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said ."
neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .
neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .
neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone ."
positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson ."
positive,`` We are pleased to welcome Tapeks Noma into Cramo group .
neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix ."
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry ."
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August ."
neutral,Being successful requires providing a level of quality that satisfies our customers and partners .
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .
positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country ."
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board ."
neutral,Europe however remains an important and strong market for us .
neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams ."
neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .
neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station ."
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good ."
neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan ."
positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer ."
neutral,Nokia said the outcome was a `` fair and responsible social plan . ''
neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports ."
neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law ."
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation ."
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store ."
neutral,"Sami Sepp+Ænen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas ."
neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries ."
positive,"The adapter , awarded with the `` Certified Integration for SAP -‹ ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems ."
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades ."
neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .
neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red ."
positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .
neutral,"The familiar blue , white , and red HK seal has received a more authentic look ."
negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .
neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer ."
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers ."
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
neutral,The smaller molecules improve the grip of the tyre at top-speed driving .
positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands ."
neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .
neutral,The use case dramatically narrows if you go only with the hot s Ltd.
neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences ."
neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed ."
neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .
neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction ."
neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures ."
positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market ."
positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi ."
negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid ."
negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries ."
positive,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure ."
positive,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable ."
positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price ."
neutral,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action ."
positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .
positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .
positive,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .
positive,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies ."
positive,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .
positive,"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation ."
positive,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .
positive,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation ."
positive,"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia ."
positive,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon ."
positive,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 ."
positive,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said ."
neutral,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels ."
neutral,"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division ."
neutral,`` I see my new post as an inspiring challenge .
neutral,"`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo ."
neutral,Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .
positive,"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit ."
neutral,Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .
positive,"So far , Mr. Galvan he has been able to avoid laying off workers ."
neutral,The agreement must be approved by the Russian competition authorities before it enters into force .
neutral,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .
negative,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools ."
neutral,"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year ."
neutral,"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October ."
neutral,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming ."
negative,More than a third of the original participants dropped out due to nausea and other side effects .
neutral,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .
neutral,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial ."
positive,The StoneGate UTM solution offers protection against inbound and outbound attacks .
neutral,- Counter your competitor 's strengths and target their weaknesses .
neutral,An appeal concerning the project has been lodged at the Czech Ministry of the Environment .
negative,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .
neutral,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer ."
negative,F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .
neutral,It inspects the companys strategic strengths and weaknesses .
neutral,"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said ."
neutral,"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties ."
neutral,"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data ."
positive,The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .
neutral,"The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time ."
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
neutral,"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft ."
negative,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .
neutral,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks ."
positive,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts ."
negative,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said ."
negative,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .
negative,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) ."
positive,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki ."
positive,The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .
positive,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+Æhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance ."
positive,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m ."
neutral,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
negative,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea"
negative,The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
positive,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 ."
positive,"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development ."
positive,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .
positive,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time ."
positive,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base ."
positive,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .
neutral,Aspo 's net sales in 2006 totaled EUR 225.9 million .
positive,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ."
neutral,Both companies ' existing investment plans will be coordinated .
positive,Both the net sales and operating profit were record high in the company 's history .
neutral,E 's building system service had revenue of EUR 355 mln in 2007 .
positive,"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said ."
neutral,Export accounts for about one tenth of the company 's annual turnover of one billion kroons .
positive,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said ."
positive,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete ."
neutral,"For 2009 , Incap expects revenue of some EUR 70 million ."
positive,"Full-year net sales are expected to increase by approximately 10 % , the company said ."
neutral,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees ."
neutral,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees ."
positive,"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said ."
positive,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ."
positive,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel ."
neutral,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales ."
positive,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 ."
positive,"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor ."
neutral,International operations accounted for over 80 % of net sales .
neutral,"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas ."
positive,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters ."
positive,Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .
neutral,"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter ."
positive,Net sales revenue per passenger is expected to increase .
neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents ."
neutral,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses ."
neutral,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.
